"","first_author","original_title","average_rating","ratings_count","ratings_1","ratings_5","genres","pages","chick_lit","if_wom","prop_one_star","prop_five_star"
"2105","Bill Bryson","The Life and Times of The Thunderbolt Kid: A Memoir",3.93,46658,709,14527,"['nonfiction', 'memoir', 'biography', 'history', 'travel']",288,"no","no",0.0151956791975653,0.311350679411891
"2106","Chevy Stevens","Still Missing",3.96,50637,912,16377,"['mystery', 'fiction', 'thriller', 'suspense', 'crime', 'contemporary']",352,"no","no",0.0180105456484389,0.323419633864565
"2107","Frank McCourt","'Tis: A Memoir",3.66,46748,652,9326,"['nonfiction', 'memoir', 'biography', 'history']",495,"no","no",0.0139471207324378,0.19949516556858
"2108","Charles C. Mann","1491: New Revelations of the Americas Before Columbus",4.01,43649,1186,16126,"['history', 'nonfiction', 'science']",541,"no","no",0.0271712983115306,0.369447180920525
"2109","Marissa Meyer","Fairest",4.02,65495,502,21485,"['fantasy', 'young-adult', 'science-fiction', 'fiction', 'romance']",222,"no","yes",0.00766470722955951,0.32804030842049
"2110","Kay Redfield Jamison","An Unquiet Mind: A Memoir of Moods and Madness",4.03,44200,716,16285,"['psychology', 'nonfiction', 'memoir', 'biography', 'science']",223,"no","no",0.0161990950226244,0.368438914027149
"2111","Sarah  Young","",4.54,38748,683,27269,"['christian', 'nonfiction', 'religion', 'spirituality']",384,"no","no",0.0176267162176112,0.703752451739445
"2112","Edward Albee","Who's Afraid of Virginia Woolf?",4.09,48063,761,19910,"['classics', 'fiction']",272,"no","no",0.0158333853483969,0.414247966211015
"2113","Umberto Eco","Il pendolo di Foucault",3.89,48898,1633,17001,"['fiction', 'mystery', 'historical-fiction', 'classics', 'thriller', 'philosophy']",623,"no","no",0.0333960489181562,0.347682931817252
"2114","James Patterson","The 5th Horseman",4.03,50553,264,16855,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']",464,"no","no",0.00522224200344193,0.333412458212173
"2115","Jacqueline Carey","Kushiel's Dart",4.04,57278,2434,25894,"['fantasy', 'romance', 'fiction']",1015,"no","yes",0.0424945005063026,0.452075840636894
"2116","Eric Metaxas","Bonhoeffer: Pastor, Martyr, Prophet, Spy",4.23,38613,1234,19886,"['biography', 'history', 'nonfiction', 'christian', 'religion']",608,"no","no",0.0319581488099863,0.515007898894155
"2117","Janet Evanovich","Explosive Eighteen",3.92,59894,503,18771,"['mystery', 'fiction', 'chick-lit', 'romance', 'crime']",305,"yes","yes",0.0083981701005109,0.313403679834374
"2118","Michael  Grant","Lies",4.09,51981,825,21489,"['young-adult', 'science-fiction', 'fantasy', 'fiction', 'paranormal', 'horror']",447,"no","no",0.0158711837017372,0.413401050383794
"2119","A.W. Tozer","Pursuit of God",4.38,40548,680,23739,"['christian', 'nonfiction', 'religion', 'spirituality', 'classics']",128,"no","no",0.0167702476077735,0.58545427641314
"2120","Julie Kagawa","The Iron Knight",4.23,66309,857,33243,"['fantasy', 'young-adult', 'romance', 'paranormal', 'fiction']",400,"no","yes",0.0129243390791597,0.501334660453332
"2121","Jacqueline Winspear","Maisie Dobbs",3.91,54118,1040,16238,"['mystery', 'historical-fiction', 'fiction', 'crime']",292,"no","no",0.0192172659743523,0.300048043164936
"2122","Raymond E. Feist","Magician",4.32,47819,423,25505,"['fantasy', 'fiction', 'science-fiction']",681,"no","no",0.0088458562496079,0.533365398690897
"2123","Ann Brashares","Forever in Blue: The Fourth Summer of the Sisterhood",3.8,60415,937,16366,"['young-adult', 'fiction', 'chick-lit', 'contemporary', 'romance']",384,"yes","yes",0.0155093933625755,0.270892990151452
"2124","Terry Pratchett","Feet of Clay",4.26,53657,59,23286,"['fantasy', 'fiction', 'mystery']",411,"no","no",0.00109957694243062,0.433978791210839
"2125","Stieg Larsson","Män som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprängdes",4.46,38916,293,22983,"['fiction', 'mystery', 'thriller', 'crime', 'suspense', 'contemporary']",1531,"no","no",0.00752903689998972,0.590579710144927
"2126","Dot Hutchison","The Butterfly Garden",4.07,56042,1260,22369,"['thriller', 'horror', 'mystery', 'fiction', 'crime', 'suspense']",288,"no","no",0.0224831376467649,0.399147068270226
"2127","Tom Robbins","Skinny Legs and All",4.03,36509,490,13201,"['fiction', 'contemporary', 'fantasy']",422,"no","no",0.0134213481607275,0.361582075652579
"2128","Jeaniene Frost","Destined for an Early Grave",4.34,67682,568,35779,"['paranormal', 'romance', 'fantasy', 'fiction']",355,"no","yes",0.00839218699211016,0.528633905617446
"2129","R.K. Lilley","In Flight",4.1,65654,1655,28506,"['romance', 'contemporary']",330,"no","yes",0.0252079081244098,0.434185274316873
"2130","James Patterson","Cross",3.99,46069,423,15059,"['mystery', 'fiction', 'thriller', 'crime', 'suspense']",393,"no","no",0.00918187935488072,0.32687924634787
"2131","Meg Cabot","All-American Girl",3.73,58653,1010,14959,"['young-adult', 'romance', 'chick-lit', 'fiction', 'contemporary']",398,"yes","yes",0.0172199205496735,0.255042367824323
"2132","Bill Bryson","Neither Here Nor There: Travels in Europe",3.88,45390,874,13303,"['travel', 'nonfiction', 'memoir', 'biography']",254,"no","no",0.0192553425864728,0.293082176690901
"2133","David Levithan","Boy Meets Boy",3.85,50739,1916,17453,"['young-adult', 'romance', 'contemporary', 'fiction']",185,"no","yes",0.0377618794221408,0.343976034214312
"2134","Wally Lamb","We Are Water",3.79,42626,1057,10489,"['fiction', 'contemporary']",561,"no","no",0.0247970722094496,0.246070473419978
"2135","James Patterson","Max ",4.07,60734,1222,26487,"['young-adult', 'fantasy', 'science-fiction', 'fiction', 'romance', 'paranormal']",309,"no","yes",0.0201205255705206,0.436114861527316
"2136","Alexandra Adornetto","Halo",3.67,58840,4554,19842,"['young-adult', 'fantasy', 'romance', 'paranormal', 'fiction']",485,"no","yes",0.0773963290278722,0.337219578518015
"2137","Kiran Desai","The Inheritance of Loss",3.41,40545,1784,6026,"['fiction', 'historical-fiction', 'contemporary']",357,"no","no",0.0440004932790726,0.148624984585029
"2138","Raymond E. Feist","A Darkness at Sethanon ",4.17,48282,241,19694,"['fantasy', 'fiction', 'science-fiction']",527,"no","no",0.00499150822252599,0.407895281885589
"2139","Johann Wolfgang von Goethe","Die Leiden des jungen Werthers",3.63,53664,2485,13545,"['classics', 'fiction', 'romance']",149,"no","yes",0.046306648777579,0.252403846153846
"2140","Jeaniene Frost","At Grave's End",4.31,69822,548,35692,"['paranormal', 'romance', 'fantasy', 'fiction']",342,"no","yes",0.00784852911689725,0.511185586204921
"2141","Alexandra Fuller","Don't Let's Go to the Dogs Tonight: An African Childhood",3.96,41866,636,13268,"['memoir', 'nonfiction', 'biography', 'travel', 'history']",315,"no","no",0.0151913247026227,0.3169158744566
"2142","Robin McKinley","Beauty: A Retelling of the Story of Beauty and the Beast",4.05,61236,790,23782,"['fantasy', 'romance', 'young-adult', 'fiction']",256,"no","yes",0.0129009079626364,0.388366320465086
"2143","Jonathan Safran Foer","Eating Animals",4.18,47980,481,20316,"['nonfiction', 'philosophy', 'science', 'memoir']",341,"no","no",0.0100250104210088,0.423426427678199
"2144","Angie Sage","Flyte",3.99,56604,751,20125,"['fantasy', 'young-adult', 'fiction']",521,"no","no",0.0132676135962123,0.355540244505689
"2145","سعود السنعوسي","ساق البامبو [Saq al-Bambu]",4.25,39776,551,19167,"['fiction', 'contemporary']",400,"no","no",0.0138525744167337,0.481873491552695
"2146","Rae Carson","The Girl of Fire and Thorns",3.81,61934,2367,18502,"['fantasy', 'young-adult', 'romance', 'fiction', 'paranormal']",423,"no","yes",0.0382181031420544,0.298737365582717
"2147","Ann Aguirre","Enclave",3.92,58102,1642,19538,"['young-adult', 'science-fiction', 'fantasy', 'romance', 'fiction', 'horror']",259,"no","yes",0.0282606450724588,0.336270696361571
"2148","Dava Sobel","Longitude",3.95,42215,770,13233,"['history', 'nonfiction', 'science', 'biography', 'travel']",192,"no","no",0.0182399620987801,0.313466777211892
"2149","Patricia Cornwell","Unnatural Exposure",4.05,46232,263,16283,"['mystery', 'fiction', 'crime', 'thriller', 'suspense']",370,"no","no",0.00568870046720886,0.352201938051566
"2150","Johann Wolfgang von Goethe","Faust. Eine Tragödie",3.93,48935,881,16927,"['classics', 'fiction', 'poetry', 'philosophy', 'fantasy']",327,"no","no",0.0180034739961173,0.345907836926535
"2151","James W. Loewen","Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong",3.96,41542,835,13841,"['history', 'nonfiction']",383,"no","no",0.0201001396177363,0.333180877184536
"2152","Robin Hobb","Fool's Fate",4.38,48391,229,25797,"['fantasy', 'fiction']",914,"no","no",0.00473228492901573,0.533094997003575
"2153","Joe Hill","Welcome to Lovecraft",4.18,50048,1524,23850,"['graphic-novels', 'comics', 'horror', 'fantasy', 'fiction', 'mystery', 'paranormal']",168,"no","no",0.0304507672634271,0.476542519181586
"2154","Alexandra Ripley","Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind",3.44,47722,3596,11721,"['historical-fiction', 'fiction', 'romance', 'classics', 'chick-lit']",896,"yes","yes",0.075353086626713,0.245609991199028
"2155","Laurell K. Hamilton","Bloody Bones",4.1,61727,467,24822,"['paranormal', 'fantasy', 'romance', 'horror', 'fiction', 'mystery']",336,"no","yes",0.00756557098190419,0.40212548803603
"2156","F. Scott Fitzgerald","This Side of Paradise",3.68,47633,1137,10904,"['classics', 'fiction', 'historical-fiction', 'romance']",275,"no","yes",0.0238700060882162,0.228916927340289
"2157","Blaine Harden","Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ",3.99,42712,582,13473,"['nonfiction', 'biography', 'history', 'memoir']",205,"no","no",0.0136261472185803,0.315438284322907
"2158","Kim Harrison","Every Which Way But Dead",4.29,59163,350,28658,"['fantasy', 'paranormal', 'fiction', 'romance']",501,"no","yes",0.00591585957439616,0.484390581951558
"2159","Curtis Sittenfeld","Eligible",3.63,48112,1687,8998,"['fiction', 'romance', 'chick-lit', 'contemporary']",492,"yes","yes",0.035064017292983,0.187021948786166
"2160","Sarah Thornton","Seven Days in the Art World",3.54,38298,4113,11508,"['art', 'nonfiction', 'history', 'business', 'memoir']",320,"no","no",0.10739464201786,0.300485665047783
"2161","J.R.R. Tolkien","The Children of Húrin",3.94,47873,653,15573,"['fantasy', 'fiction', 'classics']",313,"no","no",0.0136402565120214,0.325298184780565
"2162","Dave Ramsey","The Total Money Makeover: A Proven Plan for Financial Fitness",4.29,43267,484,21956,"['nonfiction', 'self-help', 'business', 'christian']",229,"no","no",0.0111863544964985,0.507453717613886
"2163","Richard Atwater","Mr. Popper's Penguins",3.95,51787,807,18328,"['fiction', 'classics', 'young-adult', 'fantasy']",139,"no","no",0.0155830613860621,0.353911213238844
"2164","Orson Scott Card","Shadow Puppets",3.88,46456,503,12921,"['science-fiction', 'fiction', 'fantasy', 'young-adult']",384,"no","no",0.0108274496297572,0.278134148441536
"2165","Lev Grossman","The Magician's Land",4.16,44257,257,16889,"['fantasy', 'fiction', 'young-adult']",402,"no","no",0.00580699098447703,0.381611948392345
"2166","William Faulkner","Light in August",3.93,44421,1258,15497,"['fiction', 'classics']",507,"no","no",0.0283199387677,0.348866527093042
"2167","E.B. White","The Trumpet of the Swan",4.06,55219,862,22202,"['classics', 'fiction', 'fantasy', 'young-adult']",252,"no","no",0.0156105688259476,0.402071750665532
"2168","George Saunders","Tenth of December",3.96,43549,1307,15693,"['fiction', 'contemporary']",251,"no","no",0.0300121701990861,0.360352706147099
"2169","Sherrilyn Kenyon","Night Pleasures",4.23,61939,756,29576,"['paranormal', 'romance', 'fantasy', 'fiction']",309,"no","yes",0.0122055570803533,0.477502058476889
"2170","Thomas J. Stanley","The Millionaire Next Door: The Surprising Secrets of America's Wealthy",4,46748,645,16738,"['nonfiction', 'business', 'self-help', 'psychology']",258,"no","no",0.0137973817061692,0.358047403097459
"2171","Ally Carter","Don't Judge a Girl by Her Cover",4.2,58508,618,26986,"['young-adult', 'mystery', 'romance', 'contemporary', 'fiction', 'chick-lit']",263,"yes","yes",0.0105626580980379,0.461236070280987
"2172","Bob Dylan","Chronicles: Volume One",3.98,38117,1010,14110,"['music', 'nonfiction', 'biography', 'memoir', 'history', 'poetry']",320,"no","no",0.0264973633811685,0.370176036938899
"2173","Bill Bryson","The Lost Continent: Travels in Small-Town America",3.83,42202,1100,11930,"['travel', 'nonfiction', 'memoir', 'biography']",299,"no","no",0.0260651153973745,0.282688024264253
"2174","Lisa See","Dreams of Joy (Shanghai Girls #2)",4.06,47087,328,15470,"['historical-fiction', 'fiction']",354,"no","no",0.00696582920976066,0.32854078620426
"2175","Sidney Sheldon","Tell Me Your Dreams",3.93,36904,466,11822,"['fiction', 'thriller', 'mystery', 'suspense', 'crime', 'romance', 'psychology']",384,"no","yes",0.0126273574680251,0.320344678083677
"2176","Laura Ingalls Wilder","By the Shores of Silver Lake",4.16,56585,500,24110,"['classics', 'historical-fiction', 'fiction', 'young-adult']",357,"no","no",0.00883626402756914,0.426084651409384
"2177","Iain M. Banks","The Player of Games",4.26,42993,237,19248,"['science-fiction', 'fiction', 'fantasy']",293,"no","no",0.00551252529481543,0.447700788500454
"2178","George Selden","",4.01,52036,848,19273,"['fiction', 'classics', 'fantasy', 'young-adult']",134,"no","no",0.0162964101775694,0.370378199707895
"2179","Patrick Lencioni","The Five Dysfunctions of a Team",4.01,43176,835,15528,"['business', 'nonfiction', 'self-help', 'psychology']",227,"no","no",0.0193394478413934,0.35964424680378
"2180","William S. Burroughs","Junky",3.85,43506,663,11868,"['fiction', 'classics', 'contemporary']",208,"no","no",0.0152392773410564,0.272789960005516
"2181","Roger Fisher","Getting to Yes: Negotiating agreement without giving in",3.88,40026,772,12363,"['business', 'nonfiction', 'psychology', 'self-help']",224,"no","no",0.0192874631489532,0.308874231749363
"2182","R.K. Lilley","Mile high (Up In The Air #2)",4.21,60600,884,28836,"['romance', 'contemporary']",283,"no","yes",0.0145874587458746,0.475841584158416
"2183","Colleen Hoover","November 9",4.41,59828,853,36237,"['romance', 'contemporary', 'young-adult', 'fiction', 'chick-lit']",307,"yes","yes",0.0142575382763923,0.605686300728756
"2184","Kerry Lonsdale","Everything We Keep",3.84,69567,2693,22933,"['fiction', 'mystery', 'romance', 'contemporary', 'chick-lit', 'thriller']",306,"yes","yes",0.0387108830336223,0.329653427630917
"2185","Samantha Towle","The Mighty Storm",4.19,63706,1312,30172,"['romance', 'contemporary', 'music', 'chick-lit']",442,"yes","yes",0.0205946064734876,0.473613160455844
"2186","Madeline Miller","The Song of Achilles",4.27,58401,921,30331,"['historical-fiction', 'fantasy', 'fiction', 'romance']",352,"no","yes",0.0157702779062002,0.519357545247513
"2187","Amy Schumer","The Girl with the Lower Back Tattoo",3.76,54101,1288,12656,"['nonfiction', 'memoir', 'biography']",323,"no","no",0.0238073233396795,0.23393282933772
"2188","Krishna-Dwaipayana Vyasa","भगवद्गीता [Bhagavadgītā]",4.1,42094,1009,19132,"['religion', 'philosophy', 'classics', 'spirituality', 'nonfiction', 'poetry', 'history']",160,"no","no",0.0239701620183399,0.454506580510287
"2189","Paul Auster","The New York Trilogy",3.92,42965,807,13315,"['fiction', 'mystery', 'contemporary', 'crime']",308,"no","no",0.0187827301291749,0.309903409752124
"2190","Pam Muñoz Ryan","Esperanza Rising",3.91,50698,1135,16819,"['historical-fiction', 'young-adult', 'fiction']",304,"no","no",0.0223874709061501,0.331748786934396
"2191","J.D. Salinger","Raise High the Roof Beam, Carpenters / Seymour: An Introduction",4.11,40410,360,16283,"['fiction', 'classics']",256,"no","no",0.0089086859688196,0.402944815639693
"2192","Candace Bushnell","Sex and the City",3.37,42366,4183,11012,"['chick-lit', 'fiction', 'romance', 'contemporary']",304,"yes","yes",0.0987348345371288,0.25992541188689
"2193","Laurell K. Hamilton","The Killing Dance (Anita Blake, Vampire Hunter, #6)",4.12,60019,576,25151,"['paranormal', 'fantasy', 'romance', 'horror', 'fiction']",368,"no","yes",0.00959696096236192,0.419050633965911
"2194","Friedrich Nietzsche","Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft",4.01,43322,841,15722,"['philosophy', 'nonfiction', 'classics', 'religion', 'psychology', 'history']",240,"no","no",0.0194127694935599,0.362910299616823
"2195","Christopher Paul Curtis","The Watsons Go to Birmingham - 1963",3.95,46431,1023,16544,"['historical-fiction', 'young-adult', 'fiction', 'classics']",224,"no","no",0.0220326936744847,0.356313669746506
"2196","Charles Bukowski","Factotum",3.96,40444,457,12548,"['fiction', 'thriller', 'classics', 'mystery', 'contemporary']",208,"no","no",0.0112995747206013,0.310256156661062
"2197","Julie Kagawa","The Immortal Rules",4.1,56265,1495,24601,"['young-adult', 'fantasy', 'paranormal', 'romance', 'fiction']",485,"no","yes",0.0265706922598418,0.43723451524038
"2198","Dave Cullen","Columbine",4.26,48941,547,22527,"['nonfiction', 'history', 'crime', 'psychology', 'biography']",417,"no","no",0.0111767229929916,0.460288919311007
"2199","Anne Rice","Lasher",3.84,49919,995,15267,"['horror', 'fantasy', 'fiction', 'paranormal']",400,"no","no",0.0199322903103027,0.305835453434564
"2200","Laila Ibrahim","",4.24,39910,412,18237,"['historical-fiction', 'fiction', 'romance']",229,"no","yes",0.010323227261338,0.456953144575294
